,node_id,name,citation_pmid,prop_id,citation_type,citation_source,citation_authors,citation_pubdate,citation_comment,citation_url,citation_desc
993,31405,,24904075,,CT2,PubMed API,"Stern ER, Muratore AF, Taylor SF, Abelson JL, Hof PR, Goodman WK",2014 Jun 5,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24904075&retmode=ref&cmd=prlinks,The Persistence of Experience: Prior Attentional and Emotional State Affects Network Functioning in a Target Detection Task.
994,31406,,25537065,,CT2,PubMed API,"Kauffman DC, Clark JF, Smith JC",2014 Dec 24,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25537065&retmode=ref&cmd=prlinks,The influence of sport goggles on visual target detection in female intercollegiate athletes.
995,31407,,24708498,,CT2,PubMed API,"Taylor JM, Whalen PJ",2014 Jun,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24708498&retmode=ref&cmd=prlinks,"Fearful, but not angry, expressions diffuse attention to peripheral targets in an attentional blink paradigm."
996,31408,,23444107,,CT2,PubMed API,"Du F, Yang J, Yin Y, Zhang K, Abrams RA",2013 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23444107&retmode=ref&cmd=prlinks,On the automaticity of contingent capture: disruption caused by the attentional blink.
997,31409,,15732696,,CT2,PubMed API,"Stolz JA, Jolicoeur P",2004 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15732696&retmode=ref&cmd=prlinks,Changing features do not guide attention in change detection: evidence from a spatial cuing paradigm.
998,31410,,24467679,,CT2,PubMed API,"Mulckhuyse M, Crombez G",2014,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24467679&retmode=ref&cmd=prlinks,Disentangling attention from action in the emotional spatial cueing task.
999,31411,,8254447,,CT2,PubMed API,"Holmes JM, Archer SM",1993 Sep-Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8254447&retmode=ref&cmd=prlinks,Vernier acuity cards: a practical method for measuring vernier acuity in infants.
1000,31412,,15804929,,CT2,PubMed API,"Tales A, Snowden RJ, Haworth J, Wilcock G",2005 Feb,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15804929&retmode=ref&cmd=prlinks,Abnormal spatial and non-spatial cueing effects in mild cognitive impairment and Alzheimer&#39;s disease.
1001,31413,,12937348,,CT2,PubMed API,Day LB,2003,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12937348&retmode=ref&cmd=prlinks,The importance of hippocampus-dependent non-spatial tasks in analyses of homology and homoplasy.
1002,31414,,1374703,,CT2,PubMed API,"Woods DL, Alho K, Algazi A",1992 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1374703&retmode=ref&cmd=prlinks,Intermodal selective attention. I. Effects on event-related potentials to lateralized auditory and visual stimuli.
1003,31415,,1374704,,CT2,PubMed API,"Alho K, Woods DL, Algazi A, NÃ¤Ã¤tÃ¤nen R",1992 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1374704&retmode=ref&cmd=prlinks,Intermodal selective attention. II. Effects of attentional load on processing of auditory and visual stimuli in central space.
1004,31416,,,,CTM,Manual,Nilli Lavie,2010-06,,10.1177/0963721410370295,"Attention, Distraction, and Cognitive Control Under Load"
1005,31417,,,,CTM,Manual,"Purves D, Augustine GJ, Fitzpatrick D et al.",,Book,http://www.ncbi.nlm.nih.gov/books/NBK10944/,The Retinotopic Representation of the Visual Field
1006,31418,,23042742,,CT2,PubMed API,"Vicente-Grabovetsky A, Carlin JD, Cusack R",2014 Feb,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23042742&retmode=ref&cmd=prlinks,Strength of retinotopic representation of visual memories is modulated by strategy.
1007,31419,,20055538,,CT2,PubMed API,"Boi M, OÄmen H, Krummenacher J, Otto TU, Herzog MH",2009 Dec 5,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20055538&retmode=ref&cmd=prlinks,A (fascinating) litmus test for human retino- vs. non-retinotopic processing.
1008,31420,,8759451,,CT2,PubMed API,"Deubel H, Schneider WX",1996 Jun,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8759451&retmode=ref&cmd=prlinks,Saccade target selection and object recognition: evidence for a common attentional mechanism.
1009,31421,,9606931,,CT2,PubMed API,"Snodgrass JG, Kinjo H",1998 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9606931&retmode=ref&cmd=prlinks,On the generality of the perceptual closure effect.
1010,31422,,,,CTM,Manual,Kalanit Grill-Spector,2003-04,,http://dx.doi.org/10.1016/S0959-4388(03)00040-0,The neural basis of object perception
1011,31423,,,,CTM,Manual,"DiCarlo JJ, Zoccolan D, Rust NC",2012-02-09,,doi:10.1016/j.neuron.2012.01.010., How does the brain solve visual object recognition? 
1012,31424,,10606015,,CT2,PubMed API,"Keenan JP, McCutcheon B, Freund S, Gallup GG Jr, Sanders G, Pascual-Leone A",1999 Nov,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10606015&retmode=ref&cmd=prlinks,Left hand advantage in a self-face recognition task.
1013,31425,,,,CTM,Manual,Nathalie Van Humbeeck,,,http://www.gestaltrevision.be/en/what-we-do/individual-projects/51-phds/177-towards-a-dynamic-eye-movement-model-of-contour-integration,Towards a dynamic eye movement model of contour integration
1014,31426,,14766137,,CT2,PubMed API,"Hess RF, Hayes A, Field DJ",2003 Mar-May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14766137&retmode=ref&cmd=prlinks,Contour integration and cortical processing.
1015,31427,,9616473,,CT2,PubMed API,"Gegenfurtner KR, Brown JE, Rieger J",1997,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9616473&retmode=ref&cmd=prlinks,Interpolation processes in the perception of real and illusory contours.
1016,31428,,12803537,,CT2,PubMed API,"Fantoni C, Gerbino W",2003,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12803537&retmode=ref&cmd=prlinks,Contour interpolation by vector-field combination.
1017,31429,,,,CTM,Manual,"LeMoult, J., Joormann, J., Sherdell, L., Wright, Y., & Gotlib, I. H.",2009-11,,doi:10.1037/a0016944,Identification of Emotional Facial Expressions Following Recovery From Depression. 
1018,31430,,2370588,,CT2,PubMed API,"Nagy AL, Sanchez RR",1990 Jul,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2370588&retmode=ref&cmd=prlinks,Critical color differences determined with a visual search task.
1019,31431,,,,CTM,Manual,"Moseley, M. J., & Hill, A. R. ",1994-10,,,Contrast sensitivity testing in clinical practice. 
1020,31432,,,,CTM,Manual,JG Robson,1966-08,,http://www.opticsinfobase.org/view_article.cfm?gotourl=http%3A%2F%2Fwww%2Eopticsinfobase%2Eorg%2FDirectPDFAccess%2FDAD85936%2DD44D%2D3A7C%2DFB7089FD701CED66%5F132525%2Fjosa%2D56%2D8%2D1141%2Epdf%3Fda%3D1%26id%3D132525%26seq%3D0%26mobile%3Dno&org=,Spatial and temporal contrast-sensitivity functions of the visual system
1021,31433,,,,CTM,Manual,"Polat, U., & Sagi, D.",1994-02-15,,,Spatial interactions in human vision: from near to far via experience-dependent cascades of connections. 
1022,31434,,21895383,,CT2,PubMed API,"Turner BM, Van Zandt T, Brown S",2011 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21895383&retmode=ref&cmd=prlinks,A dynamic stimulus-driven model of signal detection.
1023,31435,,9635206,,CT2,PubMed API,"Wiggs CL, Martin A",1998 Apr,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9635206&retmode=ref&cmd=prlinks,Properties and mechanisms of perceptual priming.
1024,31436,,4058707,,CT2,PubMed API,"Cermak LS, Talbot N, Chandler K, Wolbarst LR",1985,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=4058707&retmode=ref&cmd=prlinks,The perceptual priming phenomenon in amnesia.
1025,31437,,10412067,,CT2,PubMed API,"Bushara KO, Weeks RA, Ishii K, Catalan MJ, Tian B, Rauschecker JP, Hallett M",1999 Aug,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10412067&retmode=ref&cmd=prlinks,Modality-specific frontal and parietal areas for auditory and visual spatial localization in humans.
1026,31438,,3734925,,CT2,PubMed API,"Sekuler R, Ball K",1986 Jun,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=3734925&retmode=ref&cmd=prlinks,Visual localization: age and practice.
1027,31439,,8397856,,CT2,PubMed API,Bock O,1993 Jul 30,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8397856&retmode=ref&cmd=prlinks,Localization of objects in the peripheral visual field.
1028,31440,,,,CTM,Manual,,"June 24-26, 2012",,http://www.nimh.nih.gov/research-priorities/rdoc/arousal-and-regulatory-systems-workshop-proceedings.shtml,Arousal and Regulatory Systems: Workshop Proceedings
1029,31441,,,,CTM,Manual,Nathan Kline Institute - Rockland Sample,,,http://fcon_1000.projects.nitrc.org/indi/enhanced/assessments/ant.html,Attention Network Task (ANT)
1030,31442,,15907304,,CT2,PubMed API,"Fan J, McCandliss BD, Fossella J, Flombaum JI, Posner MI",2005 Jun,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15907304&retmode=ref&cmd=prlinks,The activation of attentional networks.
1031,31443,,,,CTM,Manual,,,,http://www.cogtest.com/tests/cognitive_int/cpt_axflash1.html,Continuous Performance Test - AX
1032,31444,,11018486,,CT2,PubMed API,"Javitt DC, Shelley A, Ritter W",2000 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11018486&retmode=ref&cmd=prlinks,Associated deficits in mismatch negativity generation and tone matching in schizophrenia.
1033,31445,,11115328,,CT2,PubMed API,"Rabinowicz EF, Silipo G, Goldman R, Javitt DC",2000 Dec,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11115328&retmode=ref&cmd=prlinks,Auditory sensory dysfunction in schizophrenia: imprecision or distractibility?
1034,31446,,21669238,,CT2,PubMed API,"Grimm S, Escera C",2012 Jul,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21669238&retmode=ref&cmd=prlinks,Auditory deviance detection revisited: evidence for a hierarchical novelty system.
1035,31447,,25749993,,CT2,PubMed API,"Duque D, Ayala YA, Malmierca MS",2015 Mar 8,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25749993&retmode=ref&cmd=prlinks,Deviance detection in auditory subcortical structures: what can we learn from neurochemistry and neural connectivity?
1036,31448,,19248731,,CT2,PubMed API,"Wilson RH, Cates WB",2008 Jul-Aug,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19248731&retmode=ref&cmd=prlinks,A comparison of two word-recognition tasks in multitalker babble: Speech Recognition in Noise Test (SPRINT) and Words-in-Noise Test (WIN).
1037,31449,,15599719,,CT2,PubMed API,"Nakata H, Inui K, Wasaka T, Tamura Y, Kida T, Kakigi R",2005 Apr,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15599719&retmode=ref&cmd=prlinks,Effects of ISI and stimulus probability on event-related go/nogo potentials after somatosensory stimulation.
1038,31450,,,,CTM,Manual,"Kumari, V., Fannon, D., ffytche, D. H., Raveendran, V., Antonova, E., Premkumar, P., â¦ Kuipers, E.",2010,,doi:10.1093/schbul/sbn148,Functional MRI of Verbal Self-monitoring in Schizophrenia: Performance and Illness-specific Effects. 
1039,31451,,,,CTM,Manual,"Little, D. Y., & Sommer, F. T. ",2013-03-22,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3619626/,Learning and exploration in action-perception loops. 
1040,31452,,12382105,,CT2,PubMed API,"Amitay S, Ahissar M, Nelken I",2002 Sep,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12382105&retmode=ref&cmd=prlinks,Auditory processing deficits in reading disabled adults.
1041,31453,,25681327,,CT2,PubMed API,"McShefferty D, Whitmer WM, Akeroyd MA",2015 Feb 12,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25681327&retmode=ref&cmd=prlinks,The just-noticeable difference in speech-to-noise ratio.
1042,31454,,,,CTM,Manual,"Bunting, M., Cowan, N., & Saults, J. S. ",2006,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1559727/,How Does Running Memory Span Work? Quarterly 
1043,31455,,11120347,,CT2,PubMed API,"Kusak G, Grune K, Hagendorf H, Metz AM",2000 Dec,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11120347&retmode=ref&cmd=prlinks,Updating of working memory in a running memory task: an event-related potential study.
1044,31456,,,,CTM,Manual,"Bunting, M., Cowan, N., & Saults, J. S.",2006,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1559727/,How Does Running Memory Span Work? 
1045,31457,,,,CTM,Manual,,,,http://www.millisecond.com/download/library/RunningSpan/,Running Span Task
1046,31458,,16686115,,CT2,PubMed API,"Colom R, Rebollo I, Abad FJ, Shih PC",2006 Jan,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16686115&retmode=ref&cmd=prlinks,"Complex span tasks, simple span tasks, and cognitive abilities: a reanalysis of key studies."
1047,31459,,,,CTM,Manual,,,,http://www.csun.edu/~vcoao0el/de361/de361s101_folder/FGembededTasks.html#next5,Examples of Embedded figure ground task in the visual modality
1048,31460,,9243966,,CT2,PubMed API,Grossberg S,1997 Jul,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9243966&retmode=ref&cmd=prlinks,Cortical dynamics of three-dimensional figure-ground perception of two-dimensional pictures.
1049,31461,,,,CTM,Manual,Mary Peterson and Elizabeth Salvagio,2010,,http://www.scholarpedia.org/article/Figure-ground_perception,Figure-ground perception
1050,31462,,,,CTM,Manual,Dale Purves et al.,2008,,http://www.scholarpedia.org/article/Visual_illusions:_An_Empirical_Explanation,Visual illusions: An Empirical Explanation
1051,31463,,,,CTM,Manual,"Palomares, M., Ogbonna, C., Landau, B., & Egeth, H.",2009,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2745710/,Normal susceptibility to visual illusions in abnormal development: evidence from Williams Syndrome. 
1052,31464,,11383970,,CT2,PubMed API,"Ropar D, Mitchell P",2001 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11383970&retmode=ref&cmd=prlinks,Susceptibility to illusions and performance on visuospatial tasks in individuals with autism.
1053,31465,,,,CTM,Manual,Michael Bach,,,http://www.michaelbach.de/ot/sze-muelue/index.html,Example of Muller-Lyer Illusion
1054,31466,,5786151,,CT2,PubMed API,"Erlebacher A, Sekuler R",1969 Jun,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5786151&retmode=ref&cmd=prlinks,Explanation of the MÃ¼ller-Lyer illusion: confusion theory examined.
1055,31467,,12855357,,CT2,PubMed API,"van Dijk P, Backes WH",2003 Jul,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12855357&retmode=ref&cmd=prlinks,Brain activity during auditory backward and simultaneous masking tasks.
1056,31468,,14670576,,CT2,PubMed API,"Huettel SA, McCarthy G",2004,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14670576&retmode=ref&cmd=prlinks,What is odd in the oddball task? Prefrontal cortex is activated by dynamic changes in response strategy.
1057,31469,,25886063,,CT2,PubMed API,"Kong F, Zhang Y, Chen H",2015,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25886063&retmode=ref&cmd=prlinks,Inhibition Ability of Food Cues between Successful and Unsuccessful Restrained Eaters: A Two-Choice Oddball Task.
1058,31470,,25802068,,CT2,PubMed API,"Basu Mallick D, F Magnotti J, S Beauchamp M",2015 Mar 24,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25802068&retmode=ref&cmd=prlinks,"Variability and stability in the McGurk effect: contributions of participants, stimuli, time, and response type."
1059,31471,,16684556,,CT2,PubMed API,"Brouwer GJ, van Ee R",2006 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16684556&retmode=ref&cmd=prlinks,Endogenous influences on perceptual bistability depend on exogenous stimulus characteristics.
1060,31472,,,,CTM,Manual,,,,http://en.wikipedia.org/wiki/Spinning_Dancer#/media/File:Spinning_Dancer.gif,Example of Bistability
1061,31473,,23942129,,CT2,PubMed API,"Wang M, Arteaga D, He BJ",2013 Aug 27,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23942129&retmode=ref&cmd=prlinks,Brain mechanisms for simple perception and bistable perception.
1062,31474,,,,CTM,Manual,Richard G.M. Morris,1981-05,,http://www.sciencedirect.com/science/article/pii/0023969081900205,Spatial localization does not require the presence of local cues
1063,31475,,5366960,,CT2,PubMed API,Kimura D,1969 Dec,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=5366960&retmode=ref&cmd=prlinks,Spatial localization in left and right visual fields.
1064,31476,,2345688,,CT2,PubMed API,"Abrams RA, Landgraf JZ",1990 Apr,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2345688&retmode=ref&cmd=prlinks,Differential use of distance and location information for spatial localization.
1065,31477,,10855421,,CT2,PubMed API,"Mulligan NW, Hornstein SL",2000 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10855421&retmode=ref&cmd=prlinks,Attention and perceptual priming in the perceptual identification task.
1066,31478,,15219590,,CT2,PubMed API,"Callan DE, Jones JA, Callan AM, Akahane-Yamada R",2004 Jul,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15219590&retmode=ref&cmd=prlinks,Phonetic perceptual identification by native- and second-language speakers differentially activates brain regions involved with acoustic phonetic processing and those involved with articulatory-auditory/orosensory internal models.
1067,31479,,,,CTM,Manual,Merav Ahissar & Shaul Hochstein,1997 May 22,,http://www.nature.com/nature/journal/v387/n6631/abs/387401a0.html,Task difficulty and the specificity of perceptual learning
1068,31480,,2794857,,CT2,PubMed API,Reed MA,1989 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2794857&retmode=ref&cmd=prlinks,Speech perception and the discrimination of brief auditory cues in reading disabled children.
1069,31481,,1165958,,CT2,PubMed API,"Goren CC, Sarty M, Wu PY",1975 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1165958&retmode=ref&cmd=prlinks,Visual following and pattern discrimination of face-like stimuli by newborn infants.
1070,31482,,24639028,,CT2,PubMed API,"Albrecht MA, Stuart GW, Falkmer M, Ordqvist A, Leung D, Foster JK, Falkmer T",2014 Sep,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24639028&retmode=ref&cmd=prlinks,Brief report: visual acuity in children with autism spectrum disorders.
1071,31483,,10755160,,CT2,PubMed API,"Herzog MH, Fahle M",1999,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10755160&retmode=ref&cmd=prlinks,Effects of biased feedback on learning and deciding in a vernier discrimination task.
1072,31484,,9327060,,CT2,PubMed API,"Herzog MH, Fahle M",1997 Aug,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9327060&retmode=ref&cmd=prlinks,The role of feedback in learning a vernier discrimination task.
1073,31485,,12219093,,CT2,PubMed API,"Watanabe T, NÃ¡Ã±ez JE Sr, Koyama S, Mukai I, Liederman J, Sasaki Y",2002 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12219093&retmode=ref&cmd=prlinks,Greater plasticity in lower-level than higher-level visual motion processing in a passive perceptual learning task.
1074,31486,,,,CTM,Manual,Bruno G. Breitmeyer and Haluk Ogmen,2007,,http://www.scholarpedia.org/article/Visual_masking,Visual masking
1075,31487,,3559672,,CT2,PubMed API,"Schultz W, Romo R",1987 Jan,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=3559672&retmode=ref&cmd=prlinks,Responses of nigrostriatal dopamine neurons to high-intensity somatosensory stimulation in the anesthetized monkey.
1076,31488,,14744578,,CT2,PubMed API,"Nakata H, Inui K, Nishihira Y, Hatta A, Sakamoto M, Kida T, Wasaka T, Kakigi R",2004 Feb,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14744578&retmode=ref&cmd=prlinks,Effects of a go/nogo task on event-related potentials following somatosensory stimulation.
1077,31489,,,,CTM,Manual,,,,http://cognitivefun.net/test/4,Example of N-back task
1078,31490,,25140143,,CT2,PubMed API,"Manelis A, Reder LM",2014,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25140143&retmode=ref&cmd=prlinks,Effective connectivity among the working memory regions during preparation for and during performance of the n-back task.
1079,31491,,15667928,,CT2,PubMed API,"Jensen O, Lisman JE",2005 Feb,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15667928&retmode=ref&cmd=prlinks,Hippocampal sequence-encoding driven by a cortical multi-item working memory buffer.
1080,31492,,3808289,,CT2,PubMed API,Webster WG,1986,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=3808289&retmode=ref&cmd=prlinks,Response sequence organization and reproduction by stutterers.
1081,31493,,,,CTM,Manual,"Kim, D., Manoach, D. S., Mathalon, D., Turner, J., Mannell, M., Brown, G., â¦ Calhoun, V. D.",2009,,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3058491/,Dysregulation of working memory and default-mode networks in schizophrenia during a Sternberg item recognition paradigm. 
1082,31494,,24192559,,CT2,PubMed API,"Krause-Utz A, Elzinga BM, Oei NY, Spinhoven P, Bohus M, Schmahl C",2014,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24192559&retmode=ref&cmd=prlinks,Susceptibility to distraction by social cues in borderline personality disorder.
1083,31495,,17967093,,CT2,PubMed API,"Unsworth N, Engle RW",2007 Nov,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17967093&retmode=ref&cmd=prlinks,On the division of short-term and working memory: an examination of simple and complex span and their relation to higher order abilities.
1084,31496,,18778136,,CT2,PubMed API,"Grenard JL, Ames SL, Wiers RW, Thush C, Sussman S, Stacy AW",2008 Sep,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18778136&retmode=ref&cmd=prlinks,Working memory capacity moderates the predictive effects of drug-related associations on substance use.
1085,31497,,,,CTM,Manual,,,,https://www.youtube.com/watch?v=iK6OeGWHyOs,Example for self ordered pointing task
1086,31498,,14002586,,CT2,PubMed API,YNTEMA DB,1963 Feb,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14002586&retmode=ref&cmd=prlinks,Keeping track of several things at once.
1087,31499,,24240637,,CT2,PubMed API,"Lyness SA, Lee AY, Zarow C, Teng EL, Chui HC",2014,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24240637&retmode=ref&cmd=prlinks,10-minute delayed recall from the modified mini-mental state test predicts Alzheimer&#39;s disease pathology.
1088,31500,,24218156,,CT2,PubMed API,"Carlesimo GA, De Risi M, Monaco M, Costa A, Fadda L, Picardi A, Di Gennaro G, Caltagirone C, Grammaldo L",2014 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24218156&retmode=ref&cmd=prlinks,Normative data for measuring performance change on parallel forms of a 15-word list recall test.
1089,31501,,12427681,,CT2,PubMed API,"Acuna BD, Eliassen JC, Donoghue JP, Sanes JN",2002 Dec,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12427681&retmode=ref&cmd=prlinks,Frontal and parietal lobe activation during transitive inference in humans.
1090,31502,,25328141,,CT2,PubMed API,"Tromp D, Meunier H, Roeder JJ",2015 Mar,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25328141&retmode=ref&cmd=prlinks,Transitive inference in two lemur species (Eulemur macaco and Eulemur fulvus).
1091,31503,,19230516,,CT2,PubMed API,"Meeter M, Shohamy D, Myers CE",2009 Jan,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19230516&retmode=ref&cmd=prlinks,Acquired equivalence changes stimulus representations.
1092,31504,,24130542,,CT2,PubMed API,"Robinson J, Owens E",2013,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24130542&retmode=ref&cmd=prlinks,Diminished acquired equivalence yet good discrimination performance in older participants.
1093,31505,,25703606,,CT2,PubMed API,"Piai V, Roelofs A, Schriefers H",2015 May,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25703606&retmode=ref&cmd=prlinks,Task choice and semantic interference in picture naming.
1094,31506,,24129442,,CT2,PubMed API,"Marful A, Paolieri D, Bajo MT",2014 Apr,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24129442&retmode=ref&cmd=prlinks,Is naming faces different from naming objects? Semantic interference in a face- and object-naming task.
1095,31507,,25403693,,CT2,PubMed API,"Taikh A, Hargreaves IS, Yap MJ, Pexman PM",2014 Nov 18,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25403693&retmode=ref&cmd=prlinks,Semantic classification of pictures and words.
1096,31508,,23483527,,CT2,PubMed API,"Lagrou E, Hartsuiker RJ, Duyck W",2013 Oct,,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23483527&retmode=ref&cmd=prlinks,Interlingual lexical competition in a spoken sentence context: evidence from the visual world paradigm.
